VideoFileName,Arousal,Dominance,Submission,Closeness,Novelty,Category,Interactions,Valence,Social
00706DVD.mpg,0.80,0.00,0.00,1.60,-0.40,2.00,1.00,0.40,0.00
00330DVD.mpg,0.60,0.00,0.00,1.20,2.20,3.00,0.60,0.40,0.00
00212DVD.mpg,0.20,0.00,0.00,0.00,-0.80,1.00,0.00,0.60,0.00
00189DVD.mpg,0.40,0.00,0.00,2.60,2.40,3.00,1.20,0.60,0.00
00276DVD.mpg,0.60,0.00,0.00,2.20,2.60,3.00,1.40,0.60,0.00
00261DVD.mpg,0.60,0.00,0.00,3.00,2.40,2.00,1.20,0.80,0.00
00288DVD.mpg,0.80,0.20,0.00,2.60,2.20,3.00,1.60,0.80,0.00
aggr_cam_directed09DVD.mpg,2.60,2.40,0.00,0.00,-2.40,6.00,0.00,-2.80,1.00
aggr_cam_directed19DVD.mpg,2.60,2.80,0.00,0.00,-2.40,6.00,0.00,-2.80,1.00
aggression23DVD.mpg,2.80,2.80,2.40,2.80,-3.00,7.00,2.40,-2.80,1.00
aggression25DVD.mpg,2.60,3.00,2.20,2.60,-3.00,7.00,2.80,-2.80,1.00
aggr_cam_directed06DVD.mpg,2.40,2.40,0.20,0.00,-2.40,6.00,0.00,-2.60,1.00
aggression04DVD.mpg,2.20,2.40,1.80,2.00,-3.00,7.00,2.40,-2.60,1.00
aggr_cam_directed08DVD.mpg,2.20,2.40,0.20,0.00,-2.40,6.00,0.00,-2.60,1.00
aggression24DVD.mpg,2.60,2.60,1.80,1.40,-3.00,7.00,2.60,-2.60,1.00
aggr_cam_directed10DVD.mpg,2.40,2.20,0.00,0.00,-2.40,6.00,0.00,-2.60,1.00
aggr_cam_directed12DVD.mpg,2.20,2.20,0.00,0.00,-2.40,6.00,0.00,-2.60,1.00
aggr_cam_directed05DVD.mpg,2.40,2.20,0.20,0.00,-2.40,6.00,0.00,-2.60,1.00
aggr_cam_directed14DVD.mpg,2.20,2.20,0.20,0.00,-2.40,6.00,0.00,-2.60,1.00
aggression05DVD.mpg,2.00,1.80,2.00,1.60,-3.00,7.00,2.40,-2.40,1.00
aggression21DVD.mpg,2.40,2.40,2.20,2.20,-3.00,7.00,2.60,-2.40,1.00
aggr_cam_directed13DVD.mpg,2.20,2.00,0.20,0.00,-2.40,6.00,0.00,-2.40,1.00
aggr_cam_directed20DVD.mpg,2.20,2.00,0.00,0.00,-2.40,6.00,0.00,-2.40,1.00
aggression02DVD.mpg,2.00,2.00,1.60,1.80,-3.00,7.00,2.80,-2.40,1.00
aggr_cam_directed15DVD.mpg,1.80,1.80,0.40,0.00,-2.40,6.00,0.00,-2.20,1.00
aggr_cam_directed18DVD.mpg,2.00,1.80,0.20,0.00,-2.40,6.00,0.00,-2.20,1.00
aggr_cam_directed01DVD.mpg,2.20,1.80,0.00,0.00,-2.40,6.00,0.00,-2.20,1.00
aggression10DVD.mpg,2.40,2.80,1.80,3.00,-3.00,7.00,2.40,-2.20,1.00
aggr_cam_directed03DVD.mpg,2.00,1.80,0.20,0.00,-2.40,6.00,0.00,-2.20,1.00
aggression14DVD.mpg,2.00,2.00,0.80,-0.20,-3.00,7.00,1.80,-2.20,1.00
aggr_cam_directed11DVD.mpg,1.80,1.80,0.20,0.00,-2.40,6.00,0.00,-2.20,1.00
aggression15DVD.mpg,2.20,1.80,1.40,0.00,-3.00,7.00,2.00,-2.20,1.00
aggr_cam_directed02DVD.mpg,2.00,1.80,0.60,0.00,-2.40,6.00,0.00,-2.00,1.00
aggression08DVD.mpg,1.60,1.60,1.40,2.00,-3.00,7.00,2.60,-2.00,1.00
aggression22DVD.mpg,2.00,2.00,2.40,1.40,-3.00,7.00,2.80,-2.00,1.00
aggr_cam_directed07DVD.mpg,1.80,1.60,0.20,0.00,-2.40,6.00,0.00,-2.00,1.00
aggression12DVD.mpg,1.80,2.20,1.80,0.40,-3.00,7.00,1.80,-2.00,1.00
aggr_cam_directed16DVD.mpg,1.60,1.60,0.20,0.00,-2.40,6.00,0.00,-2.00,1.00
aggression13DVD.mpg,2.00,2.00,1.40,0.40,-3.00,7.00,2.00,-2.00,1.00
aggr_cam_directed17DVD.mpg,2.00,1.80,0.00,0.00,-2.40,6.00,0.00,-2.00,1.00
aggression16DVD.mpg,1.80,1.40,1.40,0.00,-3.00,7.00,1.60,-2.00,1.00
aggression06DVD.mpg,2.00,2.40,1.80,0.60,-3.00,7.00,1.80,-2.00,1.00
aggression19DVD.mpg,2.20,1.80,1.60,0.00,-3.00,7.00,2.00,-2.00,1.00
aggr_cam_directed04DVD.mpg,2.00,1.40,0.20,0.00,-2.40,6.00,0.00,-1.80,1.00
aggression09DVD.mpg,1.80,1.60,2.20,1.20,-3.00,7.00,1.80,-1.80,1.00
aggression01DVD.mpg,1.80,1.80,1.40,2.40,-1.80,7.00,2.80,-1.60,1.00
aggression17DVD.mpg,1.80,1.80,1.40,-0.20,-3.00,7.00,1.80,-1.60,1.00
aggression11DVD.mpg,1.20,1.80,1.20,2.80,-3.00,7.00,2.20,-1.40,1.00
aggression18DVD.mpg,1.60,1.20,1.00,-0.40,-3.00,7.00,1.40,-1.40,1.00
aggression03DVD.mpg,1.60,2.20,1.40,1.80,-3.00,7.00,2.40,-1.20,1.00
aggression20DVD.mpg,1.00,1.40,2.00,2.00,-3.00,7.00,2.20,-1.20,1.00
sub_cam_directed05DVD.mpg,2.80,0.80,2.20,0.00,-2.20,14.00,0.00,-1.00,1.00
aggression07DVD.mpg,0.80,1.00,1.60,2.80,-3.00,7.00,2.40,-1.00,1.00
nonspecificSocial09DVD.mpg,0.80,0.60,0.00,2.40,-3.00,12.00,1.20,-0.80,1.00
sub_cam_directed15DVD.mpg,2.00,1.20,2.20,0.00,-2.20,14.00,0.00,-0.80,1.00
sub_cam_directed20DVD.mpg,2.40,1.40,2.00,0.00,-2.20,14.00,0.00,-0.80,1.00
sub_cam_directed03DVD.mpg,2.60,0.80,2.20,0.00,-2.20,14.00,0.00,-0.60,1.00
sub_cam_directed06DVD.mpg,2.40,0.80,1.80,0.00,-2.20,14.00,0.00,-0.60,1.00
sub_cam_directed08DVD.mpg,2.40,1.00,1.80,0.00,-2.20,14.00,0.00,-0.60,1.00
neutral_cam_directed09DVD.mpg,0.60,0.80,0.20,0.00,-2.60,11.00,0.00,-0.60,1.00
sub_cam_directed07DVD.mpg,2.60,0.80,2.20,0.00,-2.20,14.00,0.00,-0.40,1.00
sub_cam_directed14DVD.mpg,2.00,1.20,1.80,0.00,-2.20,14.00,0.00,-0.40,1.00
sub_cam_directed16DVD.mpg,2.00,0.80,1.80,0.00,-2.20,14.00,0.00,-0.40,1.00
neutral_cam_directed13DVD.mpg,0.40,0.20,0.20,0.00,-2.60,11.00,0.00,-0.40,1.00
sub_cam_directed19DVD.mpg,2.20,1.00,2.20,0.00,-2.20,14.00,0.00,-0.40,1.00
nonspecificSocial30DVD.mpg,0.80,0.80,1.20,2.20,-3.00,12.00,1.60,-0.40,1.00
neutral_cam_directed02DVD.mpg,-0.20,0.00,0.20,0.00,-2.60,11.00,0.00,-0.20,1.00
nonspecificSocial19DVD.mpg,0.00,0.40,0.00,2.20,-3.00,12.00,1.40,-0.20,1.00
neutral_cam_directed03DVD.mpg,0.60,0.00,0.00,0.00,-2.60,11.00,0.00,-0.20,1.00
neutral_cam_directed04DVD.mpg,0.60,0.40,0.00,0.00,-2.60,11.00,0.00,-0.20,1.00
neutral_cam_directed05DVD.mpg,0.60,0.20,0.00,0.00,-2.60,11.00,0.00,-0.20,1.00
neutral_cam_directed01DVD.mpg,0.40,0.00,0.20,0.00,-2.60,11.00,0.00,-0.20,1.00
neutral_cam_directed14DVD.mpg,0.00,0.00,0.00,0.00,-2.60,11.00,0.00,-0.20,1.00
neutral_cam_directed10DVD.mpg,0.40,0.00,0.20,0.00,-2.60,11.00,0.00,0.00,1.00
neutral_cam_directed17DVD.mpg,0.40,0.00,0.00,0.00,-2.60,11.00,0.00,0.00,1.00
nonspecificSocial13DVD.mpg,0.00,0.00,0.00,2.40,-3.00,12.00,1.20,0.00,1.00
nonspecificSocial25DVD.mpg,0.00,0.00,0.40,2.00,-3.00,12.00,1.00,0.00,1.00
nonspecificSocial36DVD.mpg,0.20,0.20,0.40,0.20,-2.80,12.00,0.40,0.00,1.00
sub_cam_directed12DVD.mpg,1.80,0.40,1.80,0.00,-2.20,14.00,0.00,0.00,1.00
foraging49DVD.mpg,-0.40,0.40,0.40,1.40,-3.00,8.00,0.80,0.00,1.00
neutral_cam_directed11DVD.mpg,0.00,0.00,0.00,0.00,-2.60,11.00,0.00,0.00,1.00
neutral_cam_directed18DVD.mpg,0.00,0.00,0.00,0.00,-2.60,11.00,0.00,0.00,1.00
nonspecificSocial14DVD.mpg,-0.20,0.00,0.00,2.00,-3.00,12.00,1.00,0.00,1.00
nonspecificSocial27DVD.mpg,-1.20,0.00,0.00,2.40,-3.00,12.00,0.80,0.00,1.00
nonspecificSocial37DVD.mpg,-1.00,0.00,0.00,2.40,-3.00,12.00,0.80,0.00,1.00
sub_cam_directed17DVD.mpg,1.80,0.20,2.40,0.00,-2.20,14.00,0.00,0.00,1.00
neutral_cam_directed06DVD.mpg,0.00,0.00,0.00,0.00,-2.60,11.00,0.00,0.00,1.00
neutral_cam_directed12DVD.mpg,0.00,0.00,0.00,0.00,-2.60,11.00,0.00,0.00,1.00
neutral_cam_directed19DVD.mpg,0.00,0.00,0.00,0.00,-2.60,11.00,0.00,0.00,1.00
nonspecificSocial20DVD.mpg,0.00,0.00,0.00,2.40,-3.00,12.00,0.80,0.00,1.00
nonspecificSocial28DVD.mpg,-0.60,0.00,0.00,1.40,-3.00,12.00,0.00,0.00,1.00
nonspecificSocial44DVD.mpg,-0.40,0.00,0.00,2.00,-3.00,12.00,1.00,0.00,1.00
neutral_cam_directed07DVD.mpg,0.60,0.00,0.20,0.00,-2.60,11.00,0.00,0.00,1.00
neutral_cam_directed15DVD.mpg,0.20,0.00,0.20,0.00,-2.60,11.00,0.00,0.00,1.00
neutral_cam_directed20DVD.mpg,0.20,0.20,0.00,0.00,-2.60,11.00,0.00,0.00,1.00
nonspecificSocial22DVD.mpg,0.60,0.00,0.20,2.40,-3.00,12.00,1.00,0.00,1.00
nonspecificSocial31DVD.mpg,-0.80,0.00,0.00,2.00,-3.00,12.00,0.60,0.00,1.00
sub_cam_directed02DVD.mpg,2.80,0.80,2.20,0.00,-2.20,14.00,0.00,0.00,1.00
neutral_cam_directed08DVD.mpg,0.00,0.00,0.00,0.00,-2.60,11.00,0.00,0.00,1.00
neutral_cam_directed16DVD.mpg,0.40,0.40,0.00,0.00,-2.60,11.00,0.00,0.00,1.00
nonspecificSocial11DVD.mpg,0.00,0.40,0.60,2.40,-3.00,12.00,1.20,0.00,1.00
nonspecificSocial24DVD.mpg,0.00,0.00,0.00,1.40,-3.00,12.00,0.20,0.00,1.00
nonspecificSocial32DVD.mpg,-0.60,0.00,0.20,1.60,-3.00,12.00,0.80,0.00,1.00
sub_cam_directed04DVD.mpg,2.20,0.20,2.00,0.00,-2.20,14.00,0.00,0.00,1.00
foraging31DVD.mpg,0.00,0.20,0.60,2.60,-3.00,8.00,0.60,0.20,1.00
nonspecificSocial07DVD.mpg,0.40,0.40,0.20,2.40,-3.00,12.00,1.20,0.20,1.00
nonspecificSocial21DVD.mpg,-0.20,0.00,0.20,2.60,-3.00,12.00,1.20,0.20,1.00
sub_cam_directed10DVD.mpg,1.60,0.20,1.40,0.00,-2.20,14.00,0.00,0.20,1.00
foraging36DVD.mpg,-0.20,0.00,0.20,2.20,-3.00,8.00,0.60,0.20,1.00
nonspecificSocial12DVD.mpg,0.60,0.60,0.60,2.60,-3.00,12.00,1.40,0.20,1.00
nonspecificSocial34DVD.mpg,-1.00,0.00,0.00,1.40,-3.00,12.00,0.60,0.20,1.00
sub_cam_directed18DVD.mpg,2.20,0.40,2.00,0.00,-2.20,14.00,0.00,0.20,1.00
foraging03DVD.mpg,-0.20,0.40,0.20,1.80,-3.00,8.00,0.40,0.20,1.00
foraging37DVD.mpg,-0.40,0.00,0.00,2.00,-3.00,8.00,0.20,0.20,1.00
nonspecificSocial16DVD.mpg,0.00,0.00,0.00,2.80,-3.00,12.00,0.80,0.20,1.00
nonspecificSocial38DVD.mpg,-0.80,0.00,0.00,2.00,-3.00,12.00,0.40,0.20,1.00
foraging08DVD.mpg,-0.20,0.60,0.60,2.20,-3.00,8.00,1.20,0.20,1.00
nonspecificSocial04DVD.mpg,-0.20,0.00,0.00,2.00,-3.00,12.00,1.00,0.20,1.00
nonspecificSocial17DVD.mpg,-0.20,0.00,0.20,2.40,-3.00,12.00,1.00,0.20,1.00
nonspecificSocial42DVD.mpg,-0.40,0.20,0.00,2.80,-3.00,12.00,1.20,0.20,1.00
foraging30DVD.mpg,-0.20,0.20,0.60,2.40,-3.00,8.00,0.80,0.20,1.00
nonspecificSocial06DVD.mpg,-0.40,0.00,0.00,1.40,-3.00,12.00,0.20,0.20,1.00
nonspecificSocial18DVD.mpg,-0.40,0.00,0.00,2.40,-3.00,12.00,0.80,0.20,1.00
nonspecificSocial46DVD.mpg,-0.60,0.00,0.00,2.20,-3.00,12.00,0.80,0.20,1.00
foraging09DVD.mpg,-0.40,0.20,0.20,2.20,-3.00,8.00,1.20,0.40,1.00
foraging14DVD.mpg,-0.60,0.00,0.00,1.20,-3.00,8.00,0.20,0.40,1.00
foraging19DVD.mpg,-0.80,0.00,0.00,1.20,-3.00,8.00,0.20,0.40,1.00
foraging24DVD.mpg,-0.60,0.00,0.00,2.20,-3.00,8.00,0.20,0.40,1.00
foraging29DVD.mpg,-0.60,0.00,0.00,2.20,-3.00,8.00,0.00,0.40,1.00
foraging38DVD.mpg,-0.80,0.00,0.00,-0.80,-3.00,8.00,0.00,0.40,1.00
foraging44DVD.mpg,-0.80,0.00,0.00,1.80,-3.00,8.00,0.80,0.40,1.00
foraging50DVD.mpg,-0.60,0.20,0.20,1.60,-3.00,8.00,0.20,0.40,1.00
nonspecificSocial39DVD.mpg,-1.00,0.00,0.00,2.60,-3.00,12.00,1.00,0.40,1.00
sub_cam_directed13DVD.mpg,2.20,0.60,2.00,0.00,-2.20,14.00,0.00,0.40,1.00
foraging10DVD.mpg,-0.20,0.00,0.00,0.20,-3.00,8.00,0.40,0.40,1.00
foraging15DVD.mpg,-0.20,0.00,0.20,0.80,-3.00,8.00,0.80,0.40,1.00
foraging20DVD.mpg,-0.60,0.00,0.20,1.20,-3.00,8.00,0.60,0.40,1.00
foraging25DVD.mpg,-0.80,0.00,0.00,2.00,-3.00,8.00,0.20,0.40,1.00
foraging32DVD.mpg,-0.40,0.00,0.00,1.80,-3.00,8.00,0.20,0.40,1.00
foraging39DVD.mpg,-0.60,0.00,0.00,1.60,-3.00,8.00,0.20,0.40,1.00
foraging45DVD.mpg,-0.80,0.20,0.20,1.20,-3.00,8.00,0.40,0.40,1.00
nonspecificSocial03DVD.mpg,0.00,0.00,0.00,2.60,-3.00,12.00,1.20,0.40,1.00
nonspecificSocial40DVD.mpg,-0.20,0.20,0.00,0.80,-3.00,12.00,0.80,0.40,1.00
foraging05DVD.mpg,-0.80,0.00,0.00,2.20,-3.00,8.00,0.80,0.40,1.00
foraging11DVD.mpg,-0.40,0.20,0.20,1.20,-3.00,8.00,0.60,0.40,1.00
foraging16DVD.mpg,-0.40,0.20,0.40,1.80,-3.00,8.00,0.60,0.40,1.00
foraging21DVD.mpg,-0.80,0.00,0.00,1.60,-3.00,8.00,0.40,0.40,1.00
foraging26DVD.mpg,-1.00,0.00,0.00,0.80,-3.00,8.00,0.00,0.40,1.00
foraging33DVD.mpg,-0.80,0.00,0.20,1.20,-3.00,8.00,0.20,0.40,1.00
foraging40DVD.mpg,-0.60,0.00,0.00,1.40,-3.00,8.00,0.20,0.40,1.00
foraging46DVD.mpg,-0.80,0.00,0.00,0.00,-3.00,8.00,0.00,0.40,1.00
nonspecificSocial08DVD.mpg,-0.20,0.00,0.00,2.80,-3.00,12.00,1.40,0.40,1.00
nonspecificSocial41DVD.mpg,-1.00,0.00,0.00,2.00,-3.00,12.00,1.20,0.40,1.00
foraging06DVD.mpg,-1.00,0.00,0.00,0.60,-3.00,8.00,0.80,0.40,1.00
foraging12DVD.mpg,-0.80,0.00,0.00,0.60,-3.00,8.00,0.20,0.40,1.00
foraging17DVD.mpg,-0.80,0.00,0.00,1.00,-3.00,8.00,0.20,0.40,1.00
foraging22DVD.mpg,-0.20,0.20,0.40,1.60,-3.00,8.00,0.80,0.40,1.00
foraging27DVD.mpg,-0.80,0.00,0.00,1.40,-3.00,8.00,0.00,0.40,1.00
foraging34DVD.mpg,-0.80,0.00,0.00,-0.60,-3.00,8.00,0.00,0.40,1.00
foraging41DVD.mpg,-0.60,0.20,0.40,1.60,-3.00,8.00,0.60,0.40,1.00
foraging47DVD.mpg,-0.20,0.00,0.00,1.80,-3.00,8.00,0.40,0.40,1.00
nonspecificSocial10DVD.mpg,0.20,0.00,0.00,2.40,-3.00,12.00,1.20,0.40,1.00
nonspecificSocial47DVD.mpg,-0.60,0.00,0.40,3.00,-3.00,12.00,1.20,0.40,1.00
foraging07DVD.mpg,-0.60,0.00,0.00,1.40,-3.00,8.00,0.60,0.40,1.00
foraging13DVD.mpg,0.20,0.00,0.20,0.40,-3.00,8.00,0.40,0.40,1.00
foraging18DVD.mpg,-0.40,0.00,0.00,1.40,-3.00,8.00,0.80,0.40,1.00
foraging23DVD.mpg,-0.80,0.00,0.00,1.80,-3.00,8.00,0.40,0.40,1.00
foraging28DVD.mpg,-0.60,0.00,0.00,1.20,-3.00,8.00,0.20,0.40,1.00
foraging35DVD.mpg,-0.80,0.00,0.00,1.80,-3.00,8.00,0.40,0.40,1.00
foraging43DVD.mpg,-0.40,0.20,0.40,1.60,-3.00,8.00,0.80,0.40,1.00
foraging48DVD.mpg,-0.60,0.00,0.00,-0.20,-3.00,8.00,0.40,0.40,1.00
nonspecificSocial29DVD.mpg,-0.60,0.00,0.00,2.60,-3.00,12.00,1.20,0.40,1.00
sub_cam_directed11DVD.mpg,2.20,0.60,2.20,0.00,-2.20,14.00,0.00,0.40,1.00
nonspecificSocial02DVD.mpg,-0.60,0.20,0.20,2.60,-3.00,12.00,1.40,0.60,1.00
nonspecificSocial33DVD.mpg,0.40,0.20,0.20,2.00,-3.00,12.00,1.40,0.60,1.00
sub_cam_directed09DVD.mpg,2.40,0.40,2.00,0.00,-2.20,14.00,0.00,0.60,1.00
foraging01DVD.mpg,-0.60,0.00,0.00,1.80,-3.00,8.00,0.60,0.60,1.00
nonspecificSocial05DVD.mpg,0.40,0.00,0.00,2.00,-3.00,12.00,1.60,0.60,1.00
nonspecificSocial35DVD.mpg,-1.20,0.00,0.00,3.00,-3.00,12.00,1.00,0.60,1.00
foraging02DVD.mpg,-0.60,0.00,0.00,2.20,-3.00,8.00,0.00,0.60,1.00
nonspecificSocial15DVD.mpg,-0.80,0.00,0.00,2.80,-3.00,12.00,0.80,0.60,1.00
nonspecificSocial45DVD.mpg,-1.00,0.00,0.00,2.60,-3.00,12.00,0.80,0.60,1.00
foraging04DVD.mpg,0.20,0.00,0.00,2.40,-3.00,8.00,1.00,0.60,1.00
nonspecificSocial23DVD.mpg,-0.20,0.00,0.00,2.60,-3.00,12.00,1.20,0.60,1.00
nonspecificSocial48DVD.mpg,-0.20,0.00,0.00,2.80,-3.00,12.00,1.20,0.60,1.00
foraging42DVD.mpg,-0.40,0.00,0.00,1.20,-3.00,8.00,0.60,0.60,1.00
nonspecificSocial26DVD.mpg,-1.80,0.00,0.00,3.00,-3.00,12.00,1.60,0.60,1.00
nonspecificSocial49DVD.mpg,0.00,0.20,0.20,2.40,-3.00,12.00,1.40,0.60,1.00
nonspecificSocial01DVD.mpg,-1.80,0.00,0.00,3.00,-3.00,12.00,0.60,1.00,1.00
nonspecificSocial43DVD.mpg,1.00,0.20,0.20,2.20,-3.00,12.00,1.20,1.00,1.00
play21DVD.mpg,1.20,0.80,0.60,3.00,-3.00,13.00,1.80,1.00,1.00
sub_cam_directed01DVD.mpg,2.20,0.40,2.20,0.00,-2.20,14.00,0.00,1.00,1.00
mounting04DVD.mpg,0.80,0.60,0.60,3.00,-3.00,10.00,1.20,1.20,1.00
nonspecificSocial50DVD.mpg,-0.40,0.00,0.00,2.40,-3.00,12.00,1.60,1.20,1.00
play38DVD.mpg,1.80,0.80,0.60,2.60,-3.00,13.00,3.00,1.20,1.00
play42DVD.mpg,1.40,0.40,0.40,2.40,-3.00,13.00,2.80,1.20,1.00
play29DVD.mpg,1.40,0.40,0.60,2.80,-3.00,13.00,2.60,1.40,1.00
play46DVD.mpg,1.60,0.60,1.00,2.80,-3.00,13.00,2.60,1.40,1.00
play30DVD.mpg,2.40,0.80,0.60,3.00,-3.00,13.00,2.80,1.40,1.00
play50DVD.mpg,1.80,0.80,0.40,3.00,-3.00,13.00,2.80,1.40,1.00
play31DVD.mpg,1.00,0.40,0.60,2.80,-3.00,13.00,2.80,1.40,1.00
play40DVD.mpg,2.00,0.60,0.60,2.60,-3.00,13.00,3.00,1.40,1.00
play25DVD.mpg,1.60,1.00,0.80,2.80,-3.00,13.00,2.40,1.40,1.00
play44DVD.mpg,1.20,0.80,1.00,3.00,-3.00,13.00,3.00,1.40,1.00
mounting11DVD.mpg,1.60,1.00,1.00,3.00,-3.00,10.00,2.00,1.60,1.00
play14DVD.mpg,1.20,0.20,0.20,3.00,-3.00,13.00,1.20,1.60,1.00
play27DVD.mpg,1.60,0.60,0.20,3.00,-3.00,13.00,2.60,1.60,1.00
play49DVD.mpg,1.80,0.80,0.60,2.60,-3.00,13.00,2.80,1.60,1.00
mounting14DVD.mpg,1.40,1.20,1.20,3.00,-3.00,10.00,2.40,1.60,1.00
play15DVD.mpg,2.00,0.80,0.40,2.60,-3.00,13.00,3.00,1.60,1.00
play32DVD.mpg,1.40,0.40,0.40,3.00,-3.00,13.00,2.80,1.60,1.00
mounting02DVD.mpg,1.80,1.20,1.20,3.00,-3.00,10.00,2.80,1.60,1.00
play05DVD.mpg,1.20,0.20,0.20,2.80,-3.00,13.00,2.20,1.60,1.00
play20DVD.mpg,1.60,0.60,0.60,2.80,-3.00,13.00,2.60,1.60,1.00
play35DVD.mpg,1.80,0.60,0.60,2.60,-3.00,13.00,3.00,1.60,1.00
mounting08DVD.mpg,0.80,0.80,0.80,3.00,-3.00,10.00,2.40,1.60,1.00
play09DVD.mpg,1.40,0.20,0.20,3.00,-3.00,13.00,2.00,1.60,1.00
play23DVD.mpg,1.80,0.60,0.60,2.80,-3.00,13.00,2.40,1.60,1.00
play39DVD.mpg,1.60,0.60,0.80,2.40,-3.00,13.00,3.00,1.60,1.00
mounting10DVD.mpg,1.60,1.00,1.20,3.00,-3.00,10.00,2.80,1.60,1.00
play10DVD.mpg,1.40,0.40,0.00,3.00,-3.00,13.00,1.20,1.60,1.00
play24DVD.mpg,1.60,0.40,0.20,2.80,-3.00,13.00,2.60,1.60,1.00
play41DVD.mpg,1.80,0.60,0.40,2.60,-3.00,13.00,3.00,1.60,1.00
mounting05DVD.mpg,2.00,1.40,1.20,3.00,-3.00,10.00,2.20,1.80,1.00
play06DVD.mpg,1.80,0.40,0.60,2.80,-3.00,13.00,3.00,1.80,1.00
play16DVD.mpg,2.00,0.60,0.40,2.80,-2.60,13.00,3.00,1.80,1.00
play37DVD.mpg,1.40,0.60,0.60,2.60,-3.00,13.00,3.00,1.80,1.00
grooming05DVD.mpg,-1.80,0.00,0.00,2.80,-3.00,9.00,2.40,1.80,1.00
mounting06DVD.mpg,1.80,1.20,1.00,3.00,-3.00,10.00,2.40,1.80,1.00
play07DVD.mpg,1.60,0.40,0.20,3.00,-3.00,13.00,2.60,1.80,1.00
play17DVD.mpg,1.60,0.40,0.20,3.00,-3.00,13.00,2.80,1.80,1.00
play43DVD.mpg,1.40,0.60,0.20,2.60,-3.00,13.00,3.00,1.80,1.00
grooming17DVD.mpg,-1.00,0.20,0.00,2.80,-3.00,9.00,1.60,1.80,1.00
mounting07DVD.mpg,1.40,1.20,1.00,3.00,-3.00,10.00,3.00,1.80,1.00
play08DVD.mpg,1.20,0.40,0.40,3.00,-3.00,13.00,2.00,1.80,1.00
play18DVD.mpg,1.40,0.40,0.40,2.80,-3.00,13.00,2.60,1.80,1.00
play45DVD.mpg,1.60,0.60,0.40,2.60,-3.00,13.00,3.00,1.80,1.00
grooming34DVD.mpg,-1.60,0.00,0.00,2.80,-3.00,9.00,2.60,1.80,1.00
mounting09DVD.mpg,1.20,1.00,1.00,3.00,-3.00,10.00,3.00,1.80,1.00
play11DVD.mpg,0.80,0.20,0.20,3.00,-3.00,13.00,1.20,1.80,1.00
play19DVD.mpg,1.20,0.40,0.60,3.00,-3.00,13.00,2.60,1.80,1.00
play47DVD.mpg,1.80,0.60,0.40,2.80,-3.00,13.00,2.80,1.80,1.00
mounting01DVD.mpg,1.20,0.80,0.80,3.00,-3.00,10.00,3.00,1.80,1.00
mounting12DVD.mpg,1.80,1.00,0.80,3.00,-3.00,10.00,2.40,1.80,1.00
play12DVD.mpg,2.20,0.60,0.60,2.80,-3.00,13.00,3.00,1.80,1.00
play33DVD.mpg,1.60,0.60,1.00,2.40,-3.00,13.00,3.00,1.80,1.00
play48DVD.mpg,1.60,0.60,0.60,2.80,-3.00,13.00,2.80,1.80,1.00
grooming01DVD.mpg,-1.80,0.00,0.00,2.80,-3.00,9.00,2.20,2.00,1.00
grooming08DVD.mpg,-1.80,0.20,0.20,2.80,-3.00,9.00,2.60,2.00,1.00
grooming20DVD.mpg,-1.80,0.00,0.00,2.80,-3.00,9.00,2.00,2.00,1.00
grooming30DVD.mpg,-1.80,0.00,0.00,2.80,-3.00,9.00,2.60,2.00,1.00
grooming44DVD.mpg,-1.80,0.00,0.00,2.80,-3.00,9.00,2.40,2.00,1.00
play22DVD.mpg,1.60,0.60,0.20,2.80,-3.00,13.00,2.40,2.00,1.00
grooming02DVD.mpg,-1.80,0.00,0.00,2.80,-3.00,9.00,2.20,2.00,1.00
grooming12DVD.mpg,-2.00,0.00,0.00,2.80,-3.00,9.00,2.00,2.00,1.00
grooming23DVD.mpg,-1.60,0.00,0.20,2.80,-3.00,9.00,2.40,2.00,1.00
grooming31DVD.mpg,-2.00,0.00,0.00,2.80,-3.00,9.00,2.40,2.00,1.00
grooming47DVD.mpg,-1.80,0.00,0.00,2.80,-3.00,9.00,2.40,2.00,1.00
play28DVD.mpg,1.80,0.60,0.40,2.80,-3.00,13.00,2.80,2.00,1.00
grooming04DVD.mpg,-2.00,0.00,0.00,2.80,-3.00,9.00,1.80,2.00,1.00
grooming13DVD.mpg,-1.80,0.00,0.00,2.80,-3.00,9.00,2.60,2.00,1.00
grooming25DVD.mpg,-1.40,0.00,0.00,2.80,-3.00,9.00,2.60,2.00,1.00
grooming32DVD.mpg,-1.60,0.00,0.00,2.80,-3.00,9.00,2.80,2.00,1.00
mounting13DVD.mpg,1.40,1.00,1.20,3.00,-3.00,10.00,1.40,2.00,1.00
play34DVD.mpg,1.60,0.60,0.60,2.40,-3.00,13.00,2.80,2.00,1.00
grooming06DVD.mpg,-2.00,0.00,0.00,2.80,-3.00,9.00,2.60,2.00,1.00
grooming16DVD.mpg,-1.60,0.00,0.00,2.80,-3.00,9.00,1.60,2.00,1.00
grooming27DVD.mpg,-1.60,0.00,0.00,3.00,-3.00,9.00,2.40,2.00,1.00
grooming33DVD.mpg,-1.80,0.00,0.00,2.80,-3.00,9.00,2.60,2.00,1.00
mounting15DVD.mpg,1.60,0.80,0.80,3.00,-3.00,10.00,2.60,2.00,1.00
grooming07DVD.mpg,-1.80,0.00,0.20,2.80,-3.00,9.00,2.60,2.00,1.00
