mean,X5.,X95.,X25.,X75.,Pr.theta.0.,Par,Unit
1.055167612066803,0.6267262350678162,1.7918476115094522,0.8567434950823072,1.3054913488946316,0.56675,Valence,Mean
1.079824763067335,0.6335513203991769,1.8524611078328048,0.8669608946050547,1.3422652518163025,0.58875,Valence,32992
0.9849783645847123,0.5741301598813706,1.657957382337827,0.7930303542902724,1.2315192951664873,0.48225,Valence,33089
1.0380856121230488,0.5839088513068748,1.7912152348201997,0.831311035793888,1.3027816824557816,0.547,Valence,33825
1.037648002807944,0.6091177776378444,1.7780652718577676,0.8325260741571132,1.2871766728059963,0.54325,Valence,34700
0.6712245699423136,0.43893098025913296,1.029481432338379,0.5657311366318766,0.7927398145718897,0.06325,Arousal,Mean
0.6984934200566097,0.4590986979668394,1.0681077969312742,0.5895283213435425,0.8232816653062558,0.079,Arousal,32992
0.6347364719318827,0.41299248848710945,0.9784721476168997,0.5335782859827449,0.7502193033612482,0.04225,Arousal,33089
0.6487907574829591,0.4224056608336578,1.0078988720411317,0.5419775278149999,0.7744658616671464,0.0525,Arousal,33825
0.6613813802589947,0.43293146874988514,1.0193341441016075,0.5528042479979378,0.7840236747189264,0.05625,Arousal,34700
0.9786874267141565,0.6619533280176108,1.452564567555615,0.8419555731239213,1.1381460784144706,0.45675,Dominance,Mean
0.9154917789544924,0.6281300829423259,1.346500876234077,0.7875770063068137,1.0663347665109546,0.34325,Dominance,32992
1.0824381447185183,0.7421214258607751,1.635568651568787,0.9189433411188953,1.2715144815946045,0.62125,Dominance,33089
1.031315973573932,0.6899990510511161,1.5885546399423214,0.8683538983671508,1.2059511034143855,0.536,Dominance,33825
0.8059123170466354,0.5049504130782866,1.241487951397187,0.6764586608264099,0.972330971690599,0.21625,Dominance,34700
1.489569733817048,0.5939649156218769,3.761526705182599,1.0245923495830622,2.154000204684783,0.76325,Submission,Mean
1.477700789097307,0.5964771958020383,3.7514969931957882,1.0085067611564804,2.146160583052996,0.755,Submission,32992
1.495963454206588,0.5935531520057425,3.8800138516860225,1.0196231980976702,2.1918564368216003,0.76175,Submission,33089
1.524651198972481,0.6058526163984709,3.855516737607755,1.0363705215688919,2.217484520829795,0.77325,Submission,33825
1.382183437205276,0.5524770240362629,3.5614891974772087,0.9431718755038309,2.0231465173876155,0.71375,Submission,34700
1.112974758670076,0.8589614444557794,1.446349112090236,0.9955246632430632,1.239404052418619,0.74075,Closeness,Mean
1.132231513072006,0.889946552717694,1.4436129923353958,1.0231922949238017,1.2492757574703148,0.7975,Closeness,32992
1.1118160793898102,0.8617023839455111,1.436557635818274,0.9997320592197304,1.2336777344169871,0.74925,Closeness,33089
1.1711111050847536,0.8874554302355562,1.5473692301400825,1.04470959129748,1.3098472907126752,0.8265,Closeness,33825
0.9601275115321086,0.7086981304960844,1.2634432003589264,0.8565506112715888,1.0821458112922573,0.42225,Closeness,34700
0.9999439166796134,0.6483528374781043,1.5594344712255408,0.8372009319202657,1.1941620169858904,0.48775,Interactions,Mean
1.0145644487364,0.6528462368558684,1.579351913379715,0.8414319432818052,1.2180186998646299,0.525,Interactions,32992
1.0260323059799346,0.6552055074179282,1.606553506853095,0.8543600109981317,1.2327230459020524,0.534,Interactions,33089
0.9402041765815725,0.5884249462064474,1.4808357320029772,0.7769409692240481,1.138648042917334,0.411,Interactions,33825
0.9683382966171935,0.6037115971704095,1.5498606656035907,0.8067915532465864,1.1659025314998699,0.4575,Interactions,34700
1.2989019286511998,1.0198665339272488,1.6664271432606501,1.178153102602097,1.4259733836258979,0.95975,Novelty,Mean
1.2512967238076202,0.9889571851031959,1.5707686657237556,1.1410903688294003,1.3752284172729523,0.94275,Novelty,32992
1.3693816345522065,1.0762832193636425,1.7648328320888733,1.2371735208675687,1.5130051384184229,0.9835,Novelty,33089
1.3204995013338436,1.0186548557039994,1.7073995205553363,1.1892217304194526,1.459279288699859,0.95975,Novelty,33825
1.1995024592881534,0.9239618674850707,1.5371999620259886,1.0852788105414137,1.3289741689374175,0.8815,Novelty,34700
