mean,X5.,X95.,X25.,X75.,Pr.theta.0.,Par,Unit
0.9080215835692106,0.6782745177733313,1.2327918810142824,0.8043375984542444,1.016859910667092,0.283,Valence,Mean
0.837745592834944,0.6422264919706044,1.094259963652911,0.7487742728946867,0.935559969896465,0.14425,Valence,32992
0.8616875620225645,0.6557989863255906,1.1393920849258443,0.7674570361886691,0.9672585460825013,0.19775,Valence,33089
0.9867181861146704,0.727124770540452,1.3578561745091668,0.8674580923957296,1.1169251615677118,0.4555,Valence,33825
0.8114579237744598,0.6296093466276297,1.0355973283169946,0.7341680805621666,0.8968985156669478,0.08,Valence,34700
0.9773499428549476,0.7645228019415785,1.281886647077075,0.8853639711422128,1.0666955440749561,0.4135,Arousal,Mean
1.0574255846052079,0.8658612488923437,1.2991166068722109,0.971792083064849,1.1468991645044464,0.664,Arousal,32992
0.8346688410957649,0.6641324363208694,1.0398329973135496,0.7607995371057049,0.9164622113959244,0.0925,Arousal,33089
0.9399105053521637,0.7517909316141392,1.1771341643238011,0.8607772065042106,1.0266510077323099,0.321,Arousal,33825
0.9582164471209818,0.7978154458887229,1.1546204194214924,0.8899630651782893,1.031740240178036,0.3515,Arousal,34700
1.021406558286927,0.738470352037943,1.4484806819985616,0.8962653099528377,1.1509423295688563,0.52325,Dominance,Mean
0.969149320851692,0.7315423596684534,1.2792825501205185,0.8678684538734113,1.0806540457943505,0.4305,Dominance,32992
1.0727013370747105,0.79381344239441,1.4699081379517238,0.9459673792849361,1.210611801439484,0.64075,Dominance,33089
0.9458009353103286,0.6847580005870266,1.3017026991128717,0.8338995792347584,1.075143332710259,0.38075,Dominance,33825
0.94853182232898825,0.7238791193699151,1.229086101793022,0.8531215139335462,1.055863785372761,0.37425,Dominance,34700
0.9825124615836812,0.7771475990674952,1.2600537048757516,0.9013813552765076,1.0658564640891701,0.4175,Submission,Mean
0.9366539046142981,0.7822426249685709,1.1142709734674308,0.8727966654873935,1.0079664033290914,0.27925,Submission,32992
0.9543969490345621,0.7827909743853203,1.162264206241641,0.8834264051210412,1.0335468448065404,0.34575,Submission,33089
1.001305068223193,0.8227199193651692,1.2243302865265482,0.9263401223138596,1.081390205898843,0.48925,Submission,33825
0.9355285827293385,0.797111499780111,1.099226268706271,0.8753062395134118,1.0000390972403221,0.25025,Submission,34700
1.0490081141594896,0.7823694105298126,1.4430494897068524,0.9272793597978877,1.171232046469345,0.59425,Closeness,Mean
1.0936409662423414,0.8265472977691339,1.4578994450945202,0.9728909933777663,1.2247992939174626,0.69675,Closeness,32992
0.9743947600997018,0.7208862204573497,1.2963600881354296,0.8698651059684018,1.0959301808848771,0.45175,Closeness,33089
1.0566321545670503,0.7687387500425115,1.452035609657234,0.9332999617010379,1.2010384012261042,0.61975,Closeness,33825
0.959865081614542,0.732515489486419,1.2538758638939016,0.8605151912880437,1.0747627761257257,0.40475,Closeness,34700
1.1575114491839977,0.8454992189874861,1.612345684364936,1.0209903812094667,1.3020239225030623,0.78775,Interactions,Mean
1.0412071533518563,0.7866806899047903,1.3848287148758602,0.9258034789709702,1.1712578086664192,0.5915,Interactions,32992
1.2056991771125778,0.8974349023772582,1.6401167904914784,1.0659767867050145,1.3617667887484155,0.85225,Interactions,33089
1.0009085152997057,0.7362172548816404,1.34083980527223,0.8862261909202762,1.1372775894268978,0.5145,Interactions,33825
1.2951766209760247,0.9984742996530036,1.7076035073011182,1.151028140804774,1.443283672041328,0.94875,Interactions,34700
2.2375599278861737,0.6727386148604785,7.630157498802263,1.3748023923259816,3.606034935720124,0.8615,Novelty,Mean
2.2742744586609938,0.6918943333232496,7.6253256260601345,1.3841244539083255,3.704322589517401,0.86625,Novelty,32992
2.5888779310363166,0.7541186618209221,8.788096304779037,1.576207724416928,4.198343952587455,0.897,Novelty,33089
1.9764172360891084,0.5608678414829928,6.998014808075733,1.198855427955007,3.2377404409801396,0.81825,Novelty,33825
2.024974461766182,0.6060065690229003,6.911890174443087,1.2355009439315814,3.2661023574472154,0.83325,Novelty,34700
